 270.00000000 -572.31556816 
 266.89655172 -572.31592150 
 263.79310345 -572.31623441 
 260.68965517 -572.31650824 
 257.58620690 -572.31674128 
 254.48275862 -572.31693023 
 251.37931034 -572.31707276 
 248.27586207 -572.31716811 
 245.17241379 -572.31721627 
 242.06896552 -572.31721739 
 238.96551724 -572.31717168 
 235.86206897 -572.31708007 
 232.75862069 -572.31694357 
 229.65517241 -572.31676485 
 226.55172414 -572.31654535 
 223.44827586 -572.31628684 
 220.34482759 -572.31599072 
 217.24137931 -572.31565850 
 214.13793103 -572.31529238 
 211.03448276 -572.31489595 
 207.93103448 -572.31447468 
 204.82758621 -572.31403638 
 201.72413793 -572.31359154 
 198.62068966 -572.31315331 
 195.51724138 -572.31273707 
 192.41379310 -572.31235940 
 189.31034483 -572.31203609 
 186.20689655 -572.31178167 
 183.10344828 -572.31161352 
 180.00000000 -572.31155353 
