1.800000000000000000e+02 -6.715170868999999811e+02
1.831034482800000092e+02 -6.715169910299999856e+02
1.862068965500000104e+02 -6.715167157199999792e+02
1.893103448299999911e+02 -6.715162683600000264e+02
1.924137930999999924e+02 -6.715156376300000147e+02
1.955172413800000015e+02 -6.715148153999999749e+02
1.986206896600000107e+02 -6.715138071000000082e+02
2.017241379300000119e+02 -6.715126220299999886e+02
2.048275862099999927e+02 -6.715112550600000532e+02
2.079310344799999939e+02 -6.715096994199999472e+02
2.110344827600000031e+02 -6.715079566499999828e+02
2.141379310300000043e+02 -6.715060346400000526e+02
2.172413793100000134e+02 -6.715039462500000127e+02
2.203448275899999942e+02 -6.715017057200000181e+02
2.234482758599999954e+02 -6.714993218500000012e+02
2.265517241400000046e+02 -6.714967997400000286e+02
2.296551724100000058e+02 -6.714941464800000404e+02
2.327586206899999866e+02 -6.714913723900000377e+02
2.358620689699999957e+02 -6.714885245100000475e+02
2.389655172399999969e+02 -6.714858483799999931e+02
2.420689655200000061e+02 -6.714833963300000050e+02
2.451724137900000073e+02 -6.714811736499999597e+02
2.482758620699999881e+02 -6.714791833399999632e+02
2.513793103399999893e+02 -6.714785422600000402e+02
2.544827586199999985e+02 -6.714783955299999434e+02
2.575862068999999792e+02 -6.714782000699999571e+02
2.606896551699999804e+02 -6.714779571300000498e+02
2.637931034499999896e+02 -6.714776702200000500e+02
2.668965517199999908e+02 -6.714773437000000058e+02
2.700000000000000000e+02 -6.714769788300000073e+02
2.731034482800000092e+02 -6.714765730999999960e+02
2.762068965500000104e+02 -6.714761225900000454e+02
2.793103448300000196e+02 -6.714756241500000442e+02
2.824137931000000208e+02 -6.714750767199999473e+02
2.855172413799999731e+02 -6.714744800700000269e+02
2.886206896599999823e+02 -6.714738383899999690e+02
2.917241379299999835e+02 -6.714748128400000269e+02
2.948275862099999927e+02 -6.714760471099999677e+02
2.979310344799999939e+02 -6.714774710699999787e+02
3.010344827600000031e+02 -6.714790809200000012e+02
3.041379310300000043e+02 -6.714808716600000480e+02
3.072413793100000134e+02 -6.714827432800000224e+02
3.103448275900000226e+02 -6.714844997000000149e+02
3.134482758600000238e+02 -6.714861264400000209e+02
3.165517241399999762e+02 -6.714876167200000054e+02
3.196551724099999774e+02 -6.714889650500000471e+02
3.227586206899999866e+02 -6.714901689399999896e+02
3.258620689699999957e+02 -6.714912216999999828e+02
3.289655172399999969e+02 -6.714921234800000320e+02
3.320689655200000061e+02 -6.714928731200000129e+02
3.351724137900000073e+02 -6.714934701399999994e+02
3.382758620700000165e+02 -6.714939143399999466e+02
3.413793103400000177e+02 -6.714942056800000501e+02
3.444827586200000269e+02 -6.714943442500000401e+02
3.475862068999999792e+02 -6.714943301700000120e+02
3.506896551699999804e+02 -6.714941636700000345e+02
3.537931034499999896e+02 -6.714938449400000309e+02
3.568965517199999908e+02 -6.714933741300000065e+02
3.600000000000000000e+02 -6.714927514800000381e+02
