 270.00000000 -572.28171749 
 273.10344828 -572.27838242 
 276.20689655 -572.31014138 
 279.31034483 -572.31039370 
 282.41379310 -572.31084058 
 285.51724138 -572.31147791 
 288.62068966 -572.31230178 
 291.72413793 -572.31330809 
 294.82758621 -572.31449278 
 297.93103448 -572.31585117 
 301.03448276 -572.31737762 
 304.13793103 -572.31906498 
 307.24137931 -572.32089703 
 310.34482759 -572.32268313 
 313.44827586 -572.32434002 
 316.55172414 -572.32586042 
 319.65517241 -572.32724069 
 322.75862069 -572.32847754 
 325.86206897 -572.32956854 
 328.96551724 -572.33051202 
 332.06896552 -572.33130720 
 335.17241379 -572.33195406 
 338.27586207 -572.33245306 
 341.37931034 -572.33280472 
 344.48275862 -572.33300918 
 347.58620690 -572.33306601 
 350.68965517 -572.33297429 
 353.79310345 -572.33273318 
 356.89655172 -572.33234210 
 360.00000000 -572.33180051 
